Book_ID,Title,Author,Genre,SubGenre,Publisher,Language,Pages,Publication_Year,Rating,Votes,Price,ISBN,Description,Cover_Image
309,The Dark Empire 309,Author 83,Biography,Psychological,Publisher 2,English,746,2002,4.3,14345,1231,9998740664900,"A compelling biography novel by Author 83 exploring courage, friendship, discovery, and transformation through unforgettable characters and immersive storytelling.",
310,The Lost Empire 310,Author 147,Philosophy,Contemporary,Publisher 18,Hindi,567,2023,2.1,6172,1708,9474647866010,"A compelling philosophy novel by Author 147 exploring courage, friendship, discovery, and transformation through unforgettable characters and immersive storytelling.",
311,The Bright Legacy 311,Author 87,Technology,Cyberpunk,Publisher 2,Spanish,225,2004,4.4,22041,316,8381230881126,"A compelling technology novel by Author 87 exploring courage, friendship, discovery, and transformation through unforgettable characters and immersive storytelling.",
312,The Forgotten Empire 312,Author 6,Fantasy,Cyberpunk,Publisher 1,Hindi,498,1980,4.5,49349,1228,3059568032982,"A compelling fantasy novel by Author 6 exploring courage, friendship, discovery, and transformation through unforgettable characters and immersive storytelling.",
313,The Bright River 313,Author 79,Horror,Cozy,Publisher 6,French,270,2000,3.2,49082,1333,3845730036596,"A compelling horror novel by Author 79 exploring courage, friendship, discovery, and transformation through unforgettable characters and immersive storytelling.",
314,The Golden Journey 314,Author 18,Mystery,Productivity,Publisher 14,English,657,1996,4.9,26306,816,0133650296540,"A compelling mystery novel by Author 18 exploring courage, friendship, discovery, and transformation through unforgettable characters and immersive storytelling.",
315,The Hidden Legacy 315,Author 127,Fantasy,Gothic,Publisher 17,Spanish,929,1995,2.2,48844,495,3126162701565,"A compelling fantasy novel by Author 127 exploring courage, friendship, discovery, and transformation through unforgettable characters and immersive storytelling.",
316,The Infinite Mind 316,Author 103,Fantasy,Productivity,Publisher 2,Spanish,562,1999,3.8,10171,1147,2103130962065,"A compelling fantasy novel by Author 103 exploring courage, friendship, discovery, and transformation through unforgettable characters and immersive storytelling.",
317,The Silent Legacy 317,Author 53,Biography,Contemporary,Publisher 12,Spanish,706,1995,3.4,10556,888,4725682790549,"A compelling biography novel by Author 53 exploring courage, friendship, discovery, and transformation through unforgettable characters and immersive storytelling.",
318,The Golden Dreams 318,Author 47,Finance,Psychological,Publisher 6,French,441,2011,3.7,21717,1974,0561846454522,"A compelling finance novel by Author 47 exploring courage, friendship, discovery, and transformation through unforgettable characters and immersive storytelling.",
319,The Hidden Code 319,Author 135,Mystery,Gothic,Publisher 22,Spanish,691,2021,2.6,34028,1437,8498914586830,"A compelling mystery novel by Author 135 exploring courage, friendship, discovery, and transformation through unforgettable characters and immersive storytelling.",
320,The Golden Forest 320,Author 55,Young Adult,Contemporary,Publisher 3,Urdu,603,1991,3.8,23490,368,4159844245348,"A compelling young adult novel by Author 55 exploring courage, friendship, discovery, and transformation through unforgettable characters and immersive storytelling.",
321,The Lost Empire 321,Author 38,Finance,Medieval,Publisher 26,Hindi,332,2025,3.0,13556,1041,5310387101534,"A compelling finance novel by Author 38 exploring courage, friendship, discovery, and transformation through unforgettable characters and immersive storytelling.",
322,The Silent Code 322,Author 92,Finance,Cyberpunk,Publisher 30,Urdu,158,2022,3.1,10112,1546,7840886385231,"A compelling finance novel by Author 92 exploring courage, friendship, discovery, and transformation through unforgettable characters and immersive storytelling.",
323,The Crimson Code 323,Author 94,Fantasy,AI,Publisher 16,Hindi,336,2009,3.7,11560,422,5348519920773,"A compelling fantasy novel by Author 94 exploring courage, friendship, discovery, and transformation through unforgettable characters and immersive storytelling.",
324,The Lost Mind 324,Author 29,Biography,Psychological,Publisher 12,English,646,2009,2.5,19593,1408,6266497096073,"A compelling biography novel by Author 29 exploring courage, friendship, discovery, and transformation through unforgettable characters and immersive storytelling.",
325,The Silent River 325,Author 136,Programming,Psychological,Publisher 17,Hindi,830,1994,2.2,31334,1814,1193102762409,"A compelling programming novel by Author 136 exploring courage, friendship, discovery, and transformation through unforgettable characters and immersive storytelling.",
326,The Emerald Empire 326,Author 129,Drama,Psychological,Publisher 29,Hindi,367,2008,2.2,24935,917,3524912007888,"A compelling drama novel by Author 129 exploring courage, friendship, discovery, and transformation through unforgettable characters and immersive storytelling.",
327,The Silent Code 327,Author 148,Adventure,Contemporary,Publisher 17,Spanish,130,2011,2.2,45461,1468,9470079698904,"A compelling adventure novel by Author 148 exploring courage, friendship, discovery, and transformation through unforgettable characters and immersive storytelling.",
328,The Infinite Legacy 328,Author 113,Poetry,Cyberpunk,Publisher 3,Hindi,613,1998,2.6,48423,553,6373580162929,"A compelling poetry novel by Author 113 exploring courage, friendship, discovery, and transformation through unforgettable characters and immersive storytelling.",
329,The Bright Journey 329,Author 55,Biography,Python,Publisher 24,French,803,2011,3.8,4745,876,5015563326187,"A compelling biography novel by Author 55 exploring courage, friendship, discovery, and transformation through unforgettable characters and immersive storytelling.",
330,The Golden Empire 330,Author 33,Young Adult,Productivity,Publisher 8,Urdu,224,1988,4.6,1178,1751,9380894978366,"A compelling young adult novel by Author 33 exploring courage, friendship, discovery, and transformation through unforgettable characters and immersive storytelling.",
331,The Silent Empire 331,Author 37,Technology,Contemporary,Publisher 10,Urdu,885,1996,4.9,22946,364,5684055620728,"A compelling technology novel by Author 37 exploring courage, friendship, discovery, and transformation through unforgettable characters and immersive storytelling.",
332,The Crimson River 332,Author 121,Health,AI,Publisher 30,French,330,1984,2.6,14231,1096,1511924883072,"A compelling health novel by Author 121 exploring courage, friendship, discovery, and transformation through unforgettable characters and immersive storytelling.",
333,The Bright Secrets 333,Author 28,Children,Psychological,Publisher 17,Urdu,454,1980,3.5,23263,1395,5792715837336,"A compelling children novel by Author 28 exploring courage, friendship, discovery, and transformation through unforgettable characters and immersive storytelling.",
334,The Emerald Future 334,Author 124,Horror,Cozy,Publisher 12,English,871,1984,3.2,26988,1544,5012900381449,"A compelling horror novel by Author 124 exploring courage, friendship, discovery, and transformation through unforgettable characters and immersive storytelling.",
335,The Emerald Mind 335,Author 96,Poetry,Productivity,Publisher 15,Hindi,334,2006,2.8,10965,699,2782852873242,"A compelling poetry novel by Author 96 exploring courage, friendship, discovery, and transformation through unforgettable characters and immersive storytelling.",
336,The Emerald Mind 336,Author 128,Mystery,Epic,Publisher 11,Hindi,198,2003,1.2,28720,670,1235483140890,"A compelling mystery novel by Author 128 exploring courage, friendship, discovery, and transformation through unforgettable characters and immersive storytelling.",
337,The Bright Secrets 337,Author 138,Adventure,Cyberpunk,Publisher 25,English,135,1994,4.6,25259,1765,0733863895084,"A compelling adventure novel by Author 138 exploring courage, friendship, discovery, and transformation through unforgettable characters and immersive storytelling.",
338,The Emerald Code 338,Author 114,Poetry,Contemporary,Publisher 19,Spanish,824,1994,3.1,14141,253,1341418449872,"A compelling poetry novel by Author 114 exploring courage, friendship, discovery, and transformation through unforgettable characters and immersive storytelling.",
339,The Dark Dreams 339,Author 109,Technology,Cozy,Publisher 16,Hindi,626,2008,3.2,32829,1775,7385218489921,"A compelling technology novel by Author 109 exploring courage, friendship, discovery, and transformation through unforgettable characters and immersive storytelling.",
340,The Silent Code 340,Author 142,Business,Productivity,Publisher 11,English,448,2001,3.5,2164,1889,0410518120234,"A compelling business novel by Author 142 exploring courage, friendship, discovery, and transformation through unforgettable characters and immersive storytelling.",
341,The Dark Journey 341,Author 12,Finance,Python,Publisher 8,Hindi,789,1996,3.0,16541,1850,1863693669561,"A compelling finance novel by Author 12 exploring courage, friendship, discovery, and transformation through unforgettable characters and immersive storytelling.",
342,The Dark River 342,Author 36,Finance,Psychological,Publisher 12,Urdu,767,2019,2.8,71,793,0506948865646,"A compelling finance novel by Author 36 exploring courage, friendship, discovery, and transformation through unforgettable characters and immersive storytelling.",
343,The Infinite Code 343,Author 53,Poetry,Cyberpunk,Publisher 23,Hindi,282,1981,2.9,38353,534,9827580199171,"A compelling poetry novel by Author 53 exploring courage, friendship, discovery, and transformation through unforgettable characters and immersive storytelling.",
344,The Infinite Journey 344,Author 120,Finance,Psychological,Publisher 16,Spanish,917,1982,4.4,16664,1695,6626421758434,"A compelling finance novel by Author 120 exploring courage, friendship, discovery, and transformation through unforgettable characters and immersive storytelling.",
345,The Golden Forest 345,Author 18,Thriller,Cyberpunk,Publisher 22,English,509,2013,4.8,19352,1070,6114958342575,"A compelling thriller novel by Author 18 exploring courage, friendship, discovery, and transformation through unforgettable characters and immersive storytelling.",
